Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
316,13333621,"Sowmiya B 23BFN0065","2025-03-03 16:33:33",1.00000,3,sowmiyab23bfn0065
317,13432101,SARAN070406,"2025-03-03 16:35:00",1.00000,1,saran070406
318,13432264,"Yuvanesh Madhan","2025-03-03 17:11:35",1.00000,2,yuvaneshmadhan
319,13432295,"K Mugil ","2025-03-03 17:12:05",1.00000,1,kmugil
320,13432034,Vertein,"2025-03-04 03:18:18",1.00000,2,vertein
321,13435639,"Med nadhir Djebbi","2025-03-04 05:35:17",1.00000,1,mednadhirdjebbi
322,13388306,daaaa1111124,"2025-03-13 21:51:37",1.00000,23,daaaa1111124
323,13399467,stephanie666,"2025-03-05 13:14:37",1.00000,7,stephanie666
324,13448848,"Victor Kapkaev","2025-03-06 08:09:22",1.00000,2,victorkapkaev
325,13454220,Ottitsch,"2025-03-07 05:06:07",1.00000,1,ottitsch
326,13437493,2242814_Titanic,"2025-03-09 12:22:23",1.00000,6,scarletll
327,13456277,kRESiEGE,"2025-03-09 09:58:20",1.00000,7,muhkhairulamtsal16
328,12232125,"Akshat Pande","2025-03-09 19:51:42",1.00000,1,akshat9pande
329,13477434,"ไม่เข้าใจ อ๊ากกก","2025-03-11 11:32:47",1.00000,2,bunyaphonai
330,13480217,"Владислав Петровский","2025-03-11 22:48:11",1.00000,2,petrovskiyvv
331,13480590,"Joe Ferguson","2025-03-12 01:07:18",1.00000,3,jkaggle270
332,12681512,String6,"2025-03-12 07:13:16",1.00000,5,string6
333,13482001,Tianjingyi,"2025-03-12 07:48:13",1.00000,1,tianjingyi1231
334,13483947,Tejass0809,"2025-03-12 14:38:53",1.00000,1,tejass0809
335,13484191,DxTea_22,"2025-03-12 15:43:09",1.00000,2,dxtea22
336,13485603,JamesJHU,"2025-03-12 22:34:14",1.00000,6,jamesjhu
337,13488255,"Tudor #3","2025-03-13 11:05:08",1.00000,3,tudmsf
338,13443207,"Hira Norm","2025-03-13 16:08:09",1.00000,10,hiranorm
339,13490022,"Aryel Bezerra","2025-03-15 03:30:56",1.00000,6,aryelbezerra
340,13435259,"longlive niuma","2025-03-29 06:48:51",1.00000,41,"donttellyou,rootleaf"
341,13460410,dthemann,"2025-03-29 07:43:38",1.00000,45,dthemann
342,12325387,"Lorenzo #4","2025-03-17 16:22:44",1.00000,1,lorenzo42
343,13481303,"Samuel Frans","2025-03-18 04:01:49",1.00000,15,samuelfrans
344,13503587,"Augie Aditama","2025-03-18 04:14:59",1.00000,6,augieaditama
345,13519359,"Ahmad Hasan #2","2025-03-19 07:30:50",1.00000,3,ahmadhasank
346,13522304,"Damla Ağaça","2025-03-19 17:19:11",1.00000,1,dagaca
347,13528497,luzhoucheng,"2025-03-26 04:49:18",1.00000,22,luzhoucheng
348,13535530,"Владимир Преображенский","2025-03-22 10:32:40",1.00000,7,vladimirpreobr
349,13538748,Stephen420,"2025-03-22 18:58:22",1.00000,3,stephen420
350,6910072,"An Sung Geun","2025-03-23 14:58:27",1.00000,2,ansunggeun
351,13543206,"Soha Khan","2025-03-30 21:34:01",1.00000,16,sohakh1n
352,10231408,"Chanchal Alam","2025-03-24 15:23:55",1.00000,1,chanchal24
353,12360246,Ali_Kanbar,"2025-03-25 20:04:27",1.00000,14,alikanbar
354,4472515,"Maria Nicula","2025-03-26 10:15:05",1.00000,3,maryn728
355,13524066,"The Scubadivers","2025-03-28 00:47:53",1.00000,46,"cinbin,extergeist"
356,13566852,"Haley Guest","2025-03-28 02:57:39",1.00000,3,haleyguest
357,13427097,"Romi #2","2025-03-30 08:19:51",1.00000,82,romi13147
358,13576693,HaifengLiao,"2025-03-30 09:24:44",1.00000,10,haifengliao
359,13579203,"Olivia Stetz","2025-03-30 23:41:48",1.00000,3,oliviastetz
360,13088984,hbruui,"2025-03-31 14:09:59",1.00000,10,hbruui
361,13514061,TXORay,"2025-04-01 03:01:41",1.00000,3,txoray
362,4712580,Kenima,"2025-03-07 09:15:38",0.99760,5,henkenpa36
363,13507469,likelikec,"2025-03-17 09:15:53",0.99760,4,likelikec
364,13286336,"Nihal Kumar Sharma","2025-02-02 12:44:25",0.99282,4,nihalkumarsharma
365,6339428,mshivanshu10,"2025-02-09 14:20:17",0.99043,49,mshivanshu10
366,13294868,"[Deleted] ced80286-f287-471a-b278-66e7a31d402e","2025-02-20 14:24:54",0.98564,18,del=e516aa3313766404
367,13374830,"Sunny Guan","2025-03-08 13:09:56",0.94976,59,sunnyguana
368,13360303,"Alex GUAN","2025-03-08 04:55:45",0.94976,28,guanyuzhen
369,13312765,Babandeep_kaur,"2025-02-08 09:31:11",0.94258,1,babandeep06kaur
370,13312769,"Mehakdeep Kaur #2","2025-02-08 09:31:24",0.94258,1,mehakdeepkaur77
371,13312850,"Armaan Saini ","2025-02-08 09:50:15",0.94258,1,armaansaini20
372,12643780,"Marshal Patel3558","2025-02-01 09:51:29",0.94019,2,marshalpatel3558
373,13422941,HarshalPatil3558,"2025-03-01 19:37:00",0.94019,1,harshalpatil3558
374,5284268,"Praveen Kaushik","2025-03-31 14:22:52",0.93540,5,praveenkaushik80
375,13584077,"JOHN DOE","2025-03-31 21:21:41",0.92105,1,dinkimus123
376,13357806,"Kausthubh Budoor","2025-02-18 23:25:58",0.90191,2,kausthubhbudoor
377,7454766,radaru,"2025-02-12 10:10:25",0.89473,1,radaru
378,12668466," Duuuby","2025-02-23 08:53:35",0.89473,1,duuuby
379,12586707,"Aitbekov Alibek","2025-02-26 10:32:15",0.89473,1,aitbekovalibek
380,13448173,ksusha_sh666,"2025-03-11 18:28:46",0.89473,2,ksushashorokh666
381,13390649,Budiii,"2025-03-10 17:08:43",0.87799,28,budiii
382,13456133,Welt123,"2025-03-08 11:05:49",0.86363,8,welt123
383,13553993,farooq12sswq,"2025-03-25 20:50:22",0.86363,10,farooq12sswq
384,13553962,farooq12sss2,"2025-03-25 20:43:47",0.86124,10,farooq12sss2
385,13088991,chillinqz,"2025-03-28 01:21:48",0.85406,2,chillinqz
386,11155000,"Amira Rakieva","2025-03-31 09:11:45",0.85406,3,amirarakieva
387,11154952,Raheba,"2025-03-31 10:48:32",0.85406,2,raheba
388,13553948,farooq1sfe,"2025-03-25 20:36:21",0.85167,10,farooq1sfe
389,13553890,farooq12sse,"2025-03-25 20:19:46",0.84688,10,farooq12sse
390,13553838,farooq11111s,"2025-03-25 20:13:47",0.84449,10,farooq11111s
391,13515725,"Prasoon Subedi","2025-03-22 08:03:47",0.83971,8,prasoonsubedi
392,13362697,"Kosko sriperumbudoor","2025-02-18 23:28:10",0.83732,1,koskosriperumbudoor
393,13553718,farooq12sss,"2025-03-25 19:28:21",0.83492,10,farooq12sss
394,13546721,"Giridhari Meher","2025-03-24 14:01:32",0.83014,1,giridharimeher
395,13553691,farooq12ss,"2025-03-25 19:20:26",0.83014,10,farooq12ss
396,13476598,2242937&2242939,"2025-03-11 10:57:52",0.82535,8,"gelatow,tangtingtt"
397,13553667,farooq343,"2025-03-25 19:14:03",0.82535,10,farooq343
398,13322863,"Logan Townsend","2025-02-24 23:12:30",0.82296,23,logantownsend
399,13553631,farooq12s,"2025-03-25 19:06:00",0.82296,10,farooq12s
400,13432994,"Jordi Rieder","2025-03-31 21:19:49",0.82057,32,jordirieder
401,13535948,"KHOMSAN PHONSAI","2025-03-27 02:13:31",0.82057,32,khomsanphonsai
402,13286689,"Melody Jansen","2025-02-03 16:04:13",0.81818,4,melodyjansen
403,13295043,Macbucheron,"2025-02-05 12:59:11",0.81818,9,macbucheron
404,13333635,"Bhuvanesh. Y 23BFN0037","2025-03-03 17:09:08",0.81818,12,bhuvanesh0410
405,13459633,maonojia,"2025-03-09 06:31:00",0.81818,12,maonojia
406,13211523,d.pl41nv13w,"2025-03-20 13:59:02",0.81818,295,dpl41nv13w
407,13537307,"[Deleted] 8425e695-13f9-4da9-95d8-ab7557e51eb0","2025-03-22 14:15:58",0.81818,5,del=0dc8d6393bd91886
408,13537803,kbaubakirova,"2025-03-22 18:14:58",0.81818,8,kbaubakirova
409,13412358,"Jannik #2","2025-03-31 21:02:34",0.81818,59,jannikls
410,13194348,"Ben Thomas #3","2025-02-05 08:46:55",0.81578,7,benthomas23
411,13355949,"youelene za","2025-02-21 09:01:47",0.81578,12,youeleneza
412,13315462,jmacd745,"2025-02-18 17:51:47",0.81578,8,jmacd745
413,13348716,Wake,"2025-02-18 02:48:22",0.81578,4,lixiangwakeheart
414,11921363,"Ashley L","2025-02-20 15:19:47",0.81578,1,ashleyleung
415,12075696,Andrey6158,"2025-02-25 13:51:46",0.81578,3,andrey6158
416,13411518,DavidDDD1210,"2025-03-06 21:06:28",0.81578,43,davidddd1210
417,13411158,"TAKURU YOSHIOKA","2025-03-09 10:52:25",0.81578,40,yoshioka2004
418,13243919,"Arnav Gawade ","2025-03-10 11:30:02",0.81578,1,arnavgawade
419,13411930,raimiya,"2025-03-12 19:51:06",0.81578,3,raimiya
420,13491699,LacChe,"2025-03-16 02:43:14",0.81578,8,lacche
421,13464023,xudi,"2025-03-16 05:54:45",0.81578,44,xdxudi
422,13504198,"ahcer zhu233","2025-03-16 16:02:52",0.81578,1,ahcerzhu233
423,13359219,kunny47,"2025-03-19 03:09:46",0.81578,7,kunny47
424,13532448,ayukorneev_1,"2025-03-21 12:56:34",0.81578,4,ayukorneev1
425,13537090,dekuznetsov,"2025-03-22 11:42:29",0.81578,2,dekuznetsov
426,13536981,vnkorotneva,"2025-03-22 12:52:13",0.81578,1,vnkorotneva
427,13534136,"Diana #12","2025-03-22 14:25:28",0.81578,4,dianaigorevna
428,13563227,YueHanLH.,"2025-03-27 13:58:26",0.81578,7,yuehanlh
429,13540236,yangguang6666,"2025-03-30 01:26:28",0.81578,19,yangguang6666
430,13289296,"while_ true_effort","2025-02-04 07:15:38",0.81339,3,whiletrueeffort
431,13294748,Submission_JOO,"2025-02-05 13:53:39",0.81339,12,submissionjoo
432,13294929,Submission2_JOO,"2025-02-04 12:59:23",0.81339,10,submission2joo
433,13295117,hide3222,"2025-02-04 13:59:01",0.81339,10,hide3222
434,13295400,ggle2ka,"2025-02-05 13:51:50",0.81339,18,ggle2ka
435,13293656,Kaggle_JOO,"2025-02-05 13:39:42",0.81339,13,kagglejoo
436,12859990,Nijntje252,"2025-02-09 07:49:15",0.81339,16,nijntje252
437,13307161,"Changmin Lee #2","2025-02-10 00:35:03",0.81339,4,diosamor
438,13320224,sohee_sama,"2025-02-11 11:56:14",0.81339,4,soheesama
439,13320250,"michael rowen","2025-02-21 09:31:46",0.81339,22,michaelrowen
440,13331354,parvnarula,"2025-02-12 15:43:19",0.81339,2,parvnarula
441,13331947,"Aditya Bayhaqie","2025-02-13 04:47:11",0.81339,3,adityabayhaqie
442,13348502,sreeteja,"2025-02-17 03:38:16",0.81339,9,sreetejan
443,13240599,"liux liux liux","2025-02-17 04:21:07",0.81339,1,liuxliuxliux
444,13035909,"Ns Noman","2025-02-17 17:20:58",0.81339,8,nsnoman
445,13386676,hurk234,"2025-02-22 15:01:50",0.81339,9,hurk234
446,11624767,"Rose Beltran","2025-03-08 05:09:24",0.81339,18,rosebeltran
447,3071071,heyhou,"2025-02-26 13:37:19",0.81339,1,heyhou
448,13389508,bottom364,"2025-03-02 04:44:35",0.81339,41,bottom364
449,13389507,MrrrrS,"2025-03-01 02:43:33",0.81339,8,mrrrrs
450,13418334,"Penny Sukitjakamin","2025-03-07 01:00:15",0.81339,19,pennysukitjakamin
451,13454395,nharika14,"2025-03-07 05:52:02",0.81339,1,nharika14
452,13403055,"shi Sascha","2025-03-10 14:41:53",0.81339,12,shisascha
453,13464625,"jang jae han","2025-03-09 06:10:55",0.81339,2,jangjaehan
454,13442293,Jingyeong_kaggle,"2025-03-10 06:16:14",0.81339,3,jingyeongkaggle
455,13455856,"Soosung Lee","2025-03-10 17:51:05",0.81339,2,soosunglee
456,13476026,2242795_louhonghua,"2025-03-11 07:30:43",0.81339,2,honghualou
457,13479339,"Anna Otman","2025-03-11 19:46:01",0.81339,2,annotman
458,13500348,"Aulia Fasya","2025-03-20 16:31:31",0.81339,9,auliafasya
459,13499295,"Michelle Hiu","2025-03-20 16:41:23",0.81339,7,michellehiu
460,13514543,"Ram Byravarapu","2025-03-18 13:13:31",0.81339,2,rambyravarapu
461,13478530,"Mahak Aggarwal (MA)","2025-03-19 16:30:00",0.81339,17,mahakaggarwalma
462,13472647,theresaurus,"2025-03-21 07:41:31",0.81339,3,theresaurus
463,13529766,ChulwooJung,"2025-03-21 09:20:19",0.81339,2,chulwoojung419
464,13532869,"[Deleted] 6473eaad-6bc9-4818-8cf3-6971c0f9ceda","2025-03-21 13:42:58",0.81339,1,del=9b4b52fec73e5ff5
465,13088987,"chang jasmine","2025-03-30 08:28:52",0.81339,8,changjasmine
466,13558012,xiazhijian,"2025-04-01 04:09:42",0.81339,14,xiazhijian
467,13285055,"CS3 - Team 2","2025-02-02 15:51:13",0.81100,15,"ayaanrege,sammief,shreyshreyshrey"
468,13268058,"Do1ma Sherpa","2025-02-03 02:08:47",0.81100,2,do1masherpa
469,13299993,oneraise5385,"2025-02-23 08:06:13",0.81100,15,oneraise5385
470,13341520,"koki mita","2025-02-19 01:14:16",0.81100,4,kokimita
471,13361645,"Amir Hassala","2025-02-19 03:40:30",0.81100,20,townie04
472,13363862,"Seungyeon Isla Lee","2025-02-19 06:13:30",0.81100,7,seungyeonislalee
473,13390689,KAICHIEHLIU,"2025-02-24 07:15:26",0.81100,14,kaichiehliu
474,13407328,"Nick Mosquera","2025-02-26 23:45:45",0.81100,1,nickmosquera
475,13389505,"liu kai chieh","2025-03-02 06:03:14",0.81100,22,liukaichieh
476,13437795,2242859&2242812,"2025-03-05 08:43:50",0.81100,6,"ipython1,liulingzhi666"
477,13452036,EmadUSyed,"2025-03-06 19:33:02",0.81100,1,emadusyed
478,13444430,"Minkue Kim","2025-03-13 07:55:47",0.81100,27,minkuekim
479,13488119,"Mohamed Irfan","2025-03-13 09:18:30",0.81100,1,mohamed1896
480,13470898,"Александр Наследов","2025-03-19 16:49:20",0.81100,15,aleksandrnasledov
481,13450526,"Kemal Sefa Polat ","2025-03-13 14:03:41",0.81100,3,kemalsefapolat
482,13490612,Quetanit,"2025-03-13 18:17:54",0.81100,1,quetanit
483,13499617,bitwolaiye,"2025-03-15 15:52:22",0.81100,3,bitwolaiye
484,9604870,sa228350,"2025-03-17 12:34:24",0.81100,8,sa228350
485,13512315,"Alvin Fan","2025-03-21 08:20:45",0.81100,5,alvinfan1990
486,4244606,"Andrey Gusev","2025-03-19 19:33:34",0.81100,1,andreygusev
487,3512718,mecha2k,"2025-03-21 05:42:57",0.81100,1,mecha2k
488,13530679,"Miyawaki MK","2025-03-21 09:20:25",0.81100,2,miyawakimk
489,13533132,"Dasha Potapova","2025-03-21 14:30:33",0.81100,2,dashapotapova
490,13536730,amkudryavtseva_1,"2025-03-22 11:27:49",0.81100,9,amkudryavtseva1
491,13490217,soberhofer,"2025-03-24 16:48:36",0.81100,3,soberhofer
492,13553591,farooq1s,"2025-03-25 18:56:37",0.81100,10,farooq1s
493,2412158,"Sophie Pu","2025-03-27 03:58:41",0.81100,9,puyuchi
494,13569096,luxuantao,"2025-03-28 13:18:25",0.81100,3,luxuantao
495,13583027,"Santosh Kumar Reddy Subbannagari","2025-03-31 16:38:02",0.81100,4,sr1906
496,13294781,"Tanguy Rousse","2025-02-05 12:14:41",0.80861,15,tanguyrousse
497,4288623,"Sas Pav","2025-02-04 17:55:30",0.80861,4,saspav
498,13277354,"Yiwei Li","2025-02-09 08:00:43",0.80861,22,yiweili2001
499,127282,Comalf,"2025-02-13 20:34:20",0.80861,1,comalf
500,10136353,302458-พงศ์เทพ,"2025-02-15 15:35:03",0.80861,1,nennoi
501,13429313,"Sean Shu","2025-03-03 12:11:33",0.80861,1,seanshu689
502,13439540,"Seda Senbol","2025-03-04 18:18:42",0.80861,4,cosmicetrangere
503,9835793,comp8oe,"2025-03-05 03:38:11",0.80861,4,comp8oe
504,9043339,ty70,"2025-03-16 06:55:24",0.80861,28,ty70jj
505,13458938,zhengjunhao12345,"2025-03-08 03:26:11",0.80861,1,zhengjunhao12345
506,13445071,"jack tommy2","2025-03-12 12:16:37",0.80861,35,jacktommy2
507,13486648,山谷知輝,"2025-03-13 08:47:12",0.80861,8,tomokiyamaya
508,2650632,abramc,"2025-04-01 02:30:23",0.80861,41,abramc
509,13533045,"[Deleted] 6de5e261-1263-4143-84a3-823b767b279f","2025-03-22 10:38:16",0.80861,8,del=fec3a1039a1adae2
510,13452575,"Noch kein Kult","2025-03-26 23:17:03",0.80861,17,nochkeinkult
511,13529551,"DrSaif Mohanad","2025-03-25 18:39:04",0.80861,35,drsaifmohanad
512,11554622,"Le Step","2025-03-29 10:45:08",0.80861,2,lestep
513,13412044,"david post","2025-03-30 09:48:21",0.80861,19,davidpost
514,10682041,minpoku,"2025-02-05 15:32:50",0.80622,34,minpoku
515,3936757,"Vecheslav Eremeev","2025-03-03 16:40:08",0.80622,271,lorddiablo74
516,13286059,"Hiroshi Oogami","2025-02-11 02:51:27",0.80622,10,hiroshioogami
517,12557651,坪倉響希,"2025-02-03 00:36:50",0.80622,5,tsubokurahibiki
518,12555963,田久保GenBurtenカイジ,"2025-02-03 02:03:11",0.80622,10,genburten
519,4898538,"Robbie Deegan","2025-02-14 03:24:00",0.80622,4,galwaybob
520,13246504,"lpihlak01EDU johvi_01_2025","2025-02-08 10:28:29",0.80622,5,lpihlak01edujohvi
521,13317873,titille,"2025-02-10 15:23:24",0.80622,10,titille
522,13329494,SHIN/CHULMIN,"2025-02-22 12:50:51",0.80622,59,shinchulmin
523,13289442,radshige3,"2025-02-20 15:10:51",0.80622,6,shigetoshinoda
524,13380924,ttttttw,"2025-03-30 22:09:31",0.80622,3,tingweii4
525,12455605,"Станислав Козловский","2025-03-17 16:16:40",0.80622,45,stas96mufc
526,13404636,yuyatakeda_jasmine,"2025-02-26 11:09:47",0.80622,1,yuyatakedajasmine
527,13357081,yslalice,"2025-03-01 04:42:07",0.80622,5,yslalice
528,13418770,liuaman,"2025-02-28 23:54:10",0.80622,4,liuaman
529,13423754,村松　琢真,"2025-03-02 02:18:47",0.80622,1,takuma180
530,12524887,OmarRedaa,"2025-03-10 11:03:06",0.80622,1,omarredaa
531,11523173,"Yousef Mohammad","2025-03-15 22:47:07",0.80622,2,yousefmohammad
532,13488161,zuoyoufengyuan,"2025-03-19 08:18:28",0.80622,5,zuoyoufengyuan
533,13424782,"Yusuke Takagi","2025-03-22 05:34:11",0.80622,17,yusuketakagisd
534,1546933,hinemos,"2025-03-20 16:31:44",0.80622,10,hinemos
535,13528665,"Detektiv Conan","2025-03-21 18:43:32",0.80622,19,detektivconan
536,13521919,Brauninger,"2025-03-21 21:00:45",0.80622,30,brauninger
537,13538685,"Adam Kędzierski","2025-03-26 15:31:23",0.80622,36,adamkdzierski
538,5775108,"ssss #4","2025-03-25 18:35:01",0.80622,16,saifking233
539,13547200,"Amir Docheshm","2025-03-28 15:54:19",0.80622,30,amirdocheshm
540,13412642,"Omid Vafaee","2025-03-27 21:49:01",0.80622,37,omidvafaee
541,13566187,Minto0,"2025-03-27 22:02:28",0.80622,1,minto0
542,13452131,bigmarjo,"2025-03-29 23:38:08",0.80622,42,bigmarjo
543,13567700,"evil Angle","2025-03-31 08:39:21",0.80622,39,evilangle
544,13574350,"zhong chenggong","2025-03-31 10:46:09",0.80622,30,zhongchenggong
545,13583245,qiaoxun,"2025-04-01 04:54:26",0.80622,7,qiaoxun
546,13582608,Xunqiao,"2025-04-01 04:53:31",0.80622,20,xunqiao
547,13225813,seoeunparkis0won,"2025-02-07 15:03:51",0.80382,25,seoeunparkis0won
548,13279233,enenemdwkd,"2025-01-31 11:52:35",0.80382,6,enenemdwkd
549,10228041,"Dongxuan Hou","2025-03-17 01:15:00",0.80382,10,dongxuanhou
550,13282760,KentaWatanabe,"2025-02-01 14:13:13",0.80382,3,kwtnb22
551,6958479,"ZH YAN","2025-02-03 14:47:54",0.80382,11,zihengyan
552,13295507,"Ethan Berneau","2025-02-04 14:58:45",0.80382,3,ethanberneau
553,13219849,HAIL_MMM.u2(2025),"2025-02-07 15:14:40",0.80382,42,"kwonchongmyung,seoeun0won34,yjkimliz03,yjlee9570"
554,361607,itexname,"2025-02-05 06:32:40",0.80382,1,itexname
555,13295059,sghepo,"2025-02-05 12:19:22",0.80382,16,sghepo
556,13295113,"Ruoran ZHOU","2025-02-05 12:30:12",0.80382,13,ruoranzhou
557,13293930,Auxance,"2025-02-05 12:50:22",0.80382,19,auxance
558,13288243,"Manuel Enns","2025-02-05 23:55:33",0.80382,7,manuelenns
559,13225799,"YJ KIM #2","2025-02-07 05:50:36",0.80382,22,newyjkimliz03
560,13325011,"luc gilliot","2025-02-11 20:17:40",0.80382,5,lucgilliot
561,13343451,fdezdff,"2025-02-14 18:20:48",0.80382,2,fdezdff
562,13341922,oepfelcasper,"2025-02-15 15:54:01",0.80382,4,oepfelcasper
563,13351238,ANTONE2,"2025-02-16 15:47:22",0.80382,1,antone2
564,10851438,d.germanovich,"2025-02-16 16:14:49",0.80382,2,dgermanovich
565,13361514,smoothyy,"2025-02-18 16:59:01",0.80382,1,smoothyy
566,13357633,schoi27,"2025-02-19 02:21:39",0.80382,18,schoi27
567,13362154,"Jonnie Apples","2025-02-19 03:14:27",0.80382,20,townsend04
568,13358257,"Tang Xian Yu","2025-02-19 03:47:00",0.80382,3,tangxianyu0
569,13376956,"Jair Ortega","2025-02-20 18:38:50",0.80382,8,jairortega
570,13354580,"b tatlisu","2025-02-25 14:19:03",0.80382,69,bt7894564
571,13398470,"[Deleted] 8ea18e3b-b3c4-4142-880b-4c0e626fab0f","2025-02-25 07:44:55",0.80382,1,del=67ca05972243331b
572,13425379,"[Deleted] 47c4db4d-ba50-4864-8400-01e641bb6e4d","2025-03-02 10:25:06",0.80382,10,del=d9a3d2b2c6d62721
573,13425544,"[Deleted] 19733240-c5c8-4046-98f0-11bb5ad4c37a","2025-03-02 13:41:31",0.80382,5,del=1a50c4520e681acd
574,13426252,"hyeeun #2","2025-03-02 13:45:40",0.80382,2,hye1031
575,13403063,chenhao00,"2025-03-03 13:20:04",0.80382,8,chenhao00
576,12819003,Mathru,"2025-03-05 05:49:11",0.80382,2,mathru
577,13442664,"Patrick Dreesmann","2025-03-05 13:49:49",0.80382,6,havald
578,13189145,Aish019,"2025-03-07 09:48:38",0.80382,21,aish019
579,5553142,naomusi,"2025-03-07 06:29:43",0.80382,4,naomusi
580,13430097,shdilu,"2025-03-15 10:46:08",0.80382,82,shediyehloo
581,13300069,"Shogo Kajiwara","2025-03-10 14:42:26",0.80382,62,shogokajiwara
582,13428572,"Simon WU","2025-03-11 06:40:03",0.80382,10,simonsmwu
583,13487353,qingming,"2025-03-13 08:52:24",0.80382,6,duirixuanyan
584,13459576,"Harshith Jayadeva","2025-03-16 00:17:33",0.80382,2,harshithjayadeva
585,13502725,"Hansal Kothari","2025-03-16 09:25:40",0.80382,1,hansalkothari
586,12041498,"Nadir Fasola","2025-03-18 14:00:55",0.80382,13,nadirfasola
587,13537184,PT@f#Sxj@8rEyUe,"2025-03-22 12:11:54",0.80382,4,ptfsxj8reyue
588,13537612,mapopova_7,"2025-03-22 14:33:28",0.80382,4,mapopova7
589,13538065,"[Deleted] 3a3aef8d-286c-4b24-aa65-e9a43ac117d8","2025-03-22 15:31:55",0.80382,1,del=709f60b1ba03d6eb
590,13538068,kyuli@edu,"2025-03-22 15:45:41",0.80382,5,kyuliedu
591,13538120,arkhabirova,"2025-03-22 16:46:18",0.80382,2,arkhabirova
592,3679669,shoaib84,"2025-03-23 05:47:24",0.80382,7,shoaib84
593,13437602,PhilippGsch,"2025-03-30 17:03:07",0.80382,45,philippgsch
594,13549538,letsgo,"2025-03-26 07:19:10",0.80382,11,letsgodohi
595,13557571,wy1729801161,"2025-03-26 14:31:41",0.80382,3,wy1729801161
596,13288565,shukura001177,"2025-03-27 05:43:18",0.80382,84,shukura001177
597,13497077,dthemannnn,"2025-03-28 21:30:36",0.80382,37,dthemannnn
598,13576917,"Pietro Lauria","2025-03-30 10:45:40",0.80382,7,pietrolauria
599,13565599,Srijan004,"2025-03-30 14:58:32",0.80382,6,a00000100
600,13578351,"Florian Peber","2025-03-30 17:50:21",0.80382,8,florianpeber
601,13234345,mcwon2143,"2025-02-07 10:42:38",0.80143,24,mcwon2143
602,13190552,luca037,"2025-01-31 10:43:04",0.80143,5,lucap037
603,13230114,changchiawei,"2025-02-01 05:53:50",0.80143,4,changchiawei
604,13280355,cyhhang,"2025-02-01 06:12:31",0.80143,2,cyhhang
605,13287233,"Shrey Kumar","2025-02-02 15:24:45",0.80143,1,shreykumar11
606,13288087,"Huihao Li","2025-02-10 03:43:01",0.80143,7,huihaoli
607,13289048,Tomo0201,"2025-02-03 05:22:20",0.80143,2,tomo0201
608,13289993,"Kiên Hoàng Mai Đức #2","2025-02-03 09:51:43",0.80143,1,andrhmdk
609,13292069,TusharSahib,"2025-02-03 19:29:07",0.80143,1,tusharsahib
610,13293227,moonlife,"2025-02-04 05:51:15",0.80143,2,moonlife
611,13293811,pangarso,"2025-03-08 00:25:29",0.80143,5,pangarso
612,13295692,"Egor Nikitin","2025-02-04 18:07:28",0.80143,9,egornikitin1
613,13296327,"Komal jain13","2025-02-04 18:26:17",0.80143,1,komaljain13
614,13296746,"Davide Neffat","2025-02-04 20:49:53",0.80143,1,davideneffat
615,13295128,aurel4,"2025-02-04 21:22:47",0.80143,8,aurel4
616,11938578,nikhilsakhare9,"2025-02-05 00:37:40",0.80143,1,nikhilsakhare9
617,13294015,Totolp,"2025-02-05 12:21:35",0.80143,9,totolp
618,13303033,Soham_Bansal1247,"2025-02-06 08:53:05",0.80143,1,sohambansal1247
619,13303064,"kriti singh behl","2025-02-06 08:59:36",0.80143,1,kritisinghbehl
620,13303110,Archisha1207,"2025-02-06 09:05:25",0.80143,1,archisha1207
